"SYSTEM", "1", "SYSTEM", "System Start", " "
"Thread-1", "267", "Dining/DiningProgrammers.java:103", "Line Step", " file=Dining/DiningProgrammers.java, line=103"
"Thread-2", "268", "Dining/DiningProgrammers.java:93", "Line Step", " file=Dining/DiningProgrammers.java, line=93"
"Thread-0", "269", "Dining/DiningProgrammers.java:67", "Line Step", " file=Dining/DiningProgrammers.java, line=67"
"Thread-1", "270", "Dining/DiningProgrammers.java:103", "Method Exit", " returner=Dining.State:2#set_state:2, value=<void>"
"Thread-2", "271", "Dining/DiningProgrammers.java:93", "Field Read", " context=Dining.State:3, name"
"Thread-0", "272", "Dining/DiningProgrammers.java:67", "Field Read", " context=Dining.State:1, count"
"Thread-1", "273", "Dining/DiningProgrammers.java:37", "Method Returned", " "
"Thread-1", "274", "Dining/DiningProgrammers.java:38", "Line Step", " file=Dining/DiningProgrammers.java, line=38"
"Thread-0", "275", "Dining/DiningProgrammers.java:67", "Field Write", " context=Dining.State:1, count=1"
"Thread-1", "276", "Dining/DiningProgrammers.java:38", "Variable Write", " context=Dining.Programmer:2#run:2, i=0"
"Thread-2", "277", "Dining/DiningProgrammers.java:94", "Line Step", " file=Dining/DiningProgrammers.java, line=94"
"Thread-1", "278", "Dining/DiningProgrammers.java:39", "Line Step", " file=Dining/DiningProgrammers.java, line=39"
"Thread-0", "279", "Dining/DiningProgrammers.java:68", "Line Step", " file=Dining/DiningProgrammers.java, line=68"
"Thread-1", "280", "Dining/DiningProgrammers.java:39", "Field Read", " context=Dining.Programmer:2, fs"
"Thread-0", "281", "Dining/DiningProgrammers.java:69", "Line Step", " file=Dining/DiningProgrammers.java, line=69"
"Thread-0", "282", "Dining/DiningProgrammers.java:69", "Method Exit", " returner=Dining.Forks:1#pickup:2, value=<void>"
"Thread-1", "283", "Dining/DiningProgrammers.java:39", "Method Call", " caller=Dining.Programmer:2#run:2, target=Dining.Forks:1#pickup:3"
"Thread-1", "284", "Dining/DiningProgrammers.java:56", "Method Entered", " "
"Thread-0", "285", "Dining/DiningProgrammers.java:39", "Method Returned", " "
"Thread-0", "286", "Dining/DiningProgrammers.java:40", "Line Step", " file=Dining/DiningProgrammers.java, line=40"
"Thread-1", "287", "Dining/DiningProgrammers.java:56", "Variable Write", " context=Dining.Forks:1#pickup:3, p=Dining.Programmer:2"
"Thread-1", "288", "Dining/DiningProgrammers.java:58", "Line Step", " file=Dining/DiningProgrammers.java, line=58"
"Thread-0", "289", "Dining/DiningProgrammers.java:40", "Method Call", " caller=Dining.Programmer:1#run:1, target=Dining.State:1#set_state:7"
"Thread-0", "290", "Dining/DiningProgrammers.java:85", "Method Entered", " "
"Thread-0", "291", "Dining/DiningProgrammers.java:85", "Variable Write", " context=Dining.State:1#set_state:7, s=""H"""
"Thread-1", "292", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.Forks:1, n"
"Thread-1", "293", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.Forks:1, n"
"Thread-0", "294", "Dining/DiningProgrammers.java:86", "Line Step", " file=Dining/DiningProgrammers.java, line=86"
"Thread-0", "295", "Dining/DiningProgrammers.java:86", "Field Write", " context=Dining.State:1, state=""H"""
"Thread-1", "296", "Dining/DiningProgrammers.java:66", "Line Step", " file=Dining/DiningProgrammers.java, line=66"
"Thread-1", "297", "Dining/DiningProgrammers.java:66", "Field Read", " context=Dining.Forks:1, n"
"Thread-0", "298", "Dining/DiningProgrammers.java:88", "Line Step", " file=Dining/DiningProgrammers.java, line=88"
"Thread-1", "299", "Dining/DiningProgrammers.java:66", "Field Write", " context=Dining.Forks:1, n=2"
"Thread-0", "300", "Dining/DiningProgrammers.java:92", "Line Step", " file=Dining/DiningProgrammers.java, line=92"
"Thread-1", "301", "Dining/DiningProgrammers.java:67", "Line Step", " file=Dining/DiningProgrammers.java, line=67"
"Thread-0", "302", "Dining/DiningProgrammers.java:93", "Line Step", " file=Dining/DiningProgrammers.java, line=93"
"Thread-1", "303", "Dining/DiningProgrammers.java:67", "Field Read", " context=Dining.State:2, count"
"Thread-0", "304", "Dining/DiningProgrammers.java:93", "Field Read", " context=Dining.State:1, name"
"Thread-1", "305", "Dining/DiningProgrammers.java:67", "Field Write", " context=Dining.State:2, count=1"
"Thread-1", "306", "Dining/DiningProgrammers.java:68", "Line Step", " file=Dining/DiningProgrammers.java, line=68"
"Thread-0", "307", "Dining/DiningProgrammers.java:94", "Line Step", " file=Dining/DiningProgrammers.java, line=94"
"Thread-1", "308", "Dining/DiningProgrammers.java:69", "Line Step", " file=Dining/DiningProgrammers.java, line=69"
"Thread-1", "309", "Dining/DiningProgrammers.java:69", "Method Exit", " returner=Dining.Forks:1#pickup:3, value=<void>"
"Thread-1", "310", "Dining/DiningProgrammers.java:39", "Method Returned", " "
"Thread-1", "311", "Dining/DiningProgrammers.java:40", "Line Step", " file=Dining/DiningProgrammers.java, line=40"
"Thread-1", "312", "Dining/DiningProgrammers.java:40", "Method Call", " caller=Dining.Programmer:2#run:2, target=Dining.State:2#set_state:8"
"Thread-1", "313", "Dining/DiningProgrammers.java:85", "Method Entered", " "
"Thread-1", "314", "Dining/DiningProgrammers.java:85", "Variable Write", " context=Dining.State:2#set_state:8, s=""H"""
"Thread-1", "315", "Dining/DiningProgrammers.java:86", "Line Step", " file=Dining/DiningProgrammers.java, line=86"
"Thread-1", "316", "Dining/DiningProgrammers.java:86", "Field Write", " context=Dining.State:2, state=""H"""
"Thread-2", "317", "Dining/DiningProgrammers.java:96", "Line Step", " file=Dining/DiningProgrammers.java, line=96"
"Thread-1", "318", "Dining/DiningProgrammers.java:88", "Line Step", " file=Dining/DiningProgrammers.java, line=88"
"Thread-2", "319", "Dining/DiningProgrammers.java:103", "Line Step", " file=Dining/DiningProgrammers.java, line=103"
"Thread-2", "320", "Dining/DiningProgrammers.java:103", "Method Exit", " returner=Dining.State:3#set_state:6, value=<void>"
"Thread-1", "321", "Dining/DiningProgrammers.java:92", "Line Step", " file=Dining/DiningProgrammers.java, line=92"
"Thread-2", "322", "Dining/DiningProgrammers.java:40", "Method Returned", " "
"Thread-2", "323", "Dining/DiningProgrammers.java:41", "Line Step", " file=Dining/DiningProgrammers.java, line=41"
"Thread-1", "324", "Dining/DiningProgrammers.java:93", "Line Step", " file=Dining/DiningProgrammers.java, line=93"
"Thread-2", "325", "Dining/DiningProgrammers.java:41", "Field Read", " context=Dining.Programmer:3, fs"
"Thread-1", "326", "Dining/DiningProgrammers.java:93", "Field Read", " context=Dining.State:2, name"
"Thread-2", "327", "Dining/DiningProgrammers.java:41", "Method Call", " caller=Dining.Programmer:3#run:3, target=Dining.Forks:1#pickup:4"
"Thread-2", "328", "Dining/DiningProgrammers.java:56", "Method Entered", " "
"Thread-2", "329", "Dining/DiningProgrammers.java:56", "Variable Write", " context=Dining.Forks:1#pickup:4, p=Dining.Programmer:3"
"Thread-1", "330", "Dining/DiningProgrammers.java:94", "Line Step", " file=Dining/DiningProgrammers.java, line=94"
"Thread-2", "331", "Dining/DiningProgrammers.java:58", "Line Step", " file=Dining/DiningProgrammers.java, line=58"
"Thread-2", "332", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.Forks:1, n"
"Thread-2", "333", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.Forks:1, n"
"Thread-2", "334", "Dining/DiningProgrammers.java:66", "Line Step", " file=Dining/DiningProgrammers.java, line=66"
"Thread-2", "335", "Dining/DiningProgrammers.java:66", "Field Read", " context=Dining.Forks:1, n"
"Thread-2", "336", "Dining/DiningProgrammers.java:66", "Field Write", " context=Dining.Forks:1, n=1"
"Thread-2", "337", "Dining/DiningProgrammers.java:67", "Line Step", " file=Dining/DiningProgrammers.java, line=67"
"Thread-2", "338", "Dining/DiningProgrammers.java:67", "Field Read", " context=Dining.State:3, count"
"Thread-2", "339", "Dining/DiningProgrammers.java:67", "Field Write", " context=Dining.State:3, count=2"
"Thread-3", "340", "Dining/DiningProgrammers.java:92", "Line Step", " file=Dining/DiningProgrammers.java, line=92"
"Thread-3", "341", "Dining/DiningProgrammers.java:96", "Line Step", " file=Dining/DiningProgrammers.java, line=96"
"Thread-2", "342", "Dining/DiningProgrammers.java:68", "Line Step", " file=Dining/DiningProgrammers.java, line=68"
"Thread-3", "343", "Dining/DiningProgrammers.java:103", "Line Step", " file=Dining/DiningProgrammers.java, line=103"
"Thread-2", "344", "Dining/DiningProgrammers.java:69", "Line Step", " file=Dining/DiningProgrammers.java, line=69"
"Thread-3", "345", "Dining/DiningProgrammers.java:103", "Method Exit", " returner=Dining.State:4#set_state:4, value=<void>"
"Thread-2", "346", "Dining/DiningProgrammers.java:69", "Method Exit", " returner=Dining.Forks:1#pickup:4, value=<void>"
"Thread-3", "347", "Dining/DiningProgrammers.java:37", "Method Returned", " "
"Thread-3", "348", "Dining/DiningProgrammers.java:38", "Line Step", " file=Dining/DiningProgrammers.java, line=38"
"Thread-2", "349", "Dining/DiningProgrammers.java:41", "Method Returned", " "
"Thread-2", "350", "Dining/DiningProgrammers.java:42", "Line Step", " file=Dining/DiningProgrammers.java, line=42"
"Thread-3", "351", "Dining/DiningProgrammers.java:38", "Variable Write", " context=Dining.Programmer:4#run:4, i=0"
"Thread-3", "352", "Dining/DiningProgrammers.java:39", "Line Step", " file=Dining/DiningProgrammers.java, line=39"
"Thread-2", "353", "Dining/DiningProgrammers.java:42", "Method Call", " caller=Dining.Programmer:3#run:3, target=Dining.State:3#set_state:9"
"Thread-2", "354", "Dining/DiningProgrammers.java:85", "Method Entered", " "
"Thread-3", "355", "Dining/DiningProgrammers.java:39", "Field Read", " context=Dining.Programmer:4, fs"
"Thread-2", "356", "Dining/DiningProgrammers.java:85", "Variable Write", " context=Dining.State:3#set_state:9, s=""E"""
"Thread-2", "357", "Dining/DiningProgrammers.java:86", "Line Step", " file=Dining/DiningProgrammers.java, line=86"
"Thread-0", "358", "Dining/DiningProgrammers.java:96", "Line Step", " file=Dining/DiningProgrammers.java, line=96"
"Thread-3", "359", "Dining/DiningProgrammers.java:39", "Method Call", " caller=Dining.Programmer:4#run:4, target=Dining.Forks:1#pickup:5"
"Thread-3", "360", "Dining/DiningProgrammers.java:56", "Method Entered", " "
"Thread-3", "361", "Dining/DiningProgrammers.java:56", "Variable Write", " context=Dining.Forks:1#pickup:5, p=Dining.Programmer:4"
"Thread-2", "362", "Dining/DiningProgrammers.java:86", "Field Write", " context=Dining.State:3, state=""E"""
"Thread-0", "363", "Dining/DiningProgrammers.java:103", "Line Step", " file=Dining/DiningProgrammers.java, line=103"
"Thread-3", "364", "Dining/DiningProgrammers.java:58", "Line Step", " file=Dining/DiningProgrammers.java, line=58"
"Thread-0", "365", "Dining/DiningProgrammers.java:103", "Method Exit", " returner=Dining.State:1#set_state:7, value=<void>"
"Thread-3", "366", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.Forks:1, n"
"Thread-2", "367", "Dining/DiningProgrammers.java:88", "Line Step", " file=Dining/DiningProgrammers.java, line=88"
"Thread-0", "368", "Dining/DiningProgrammers.java:40", "Method Returned", " "
"Thread-0", "369", "Dining/DiningProgrammers.java:41", "Line Step", " file=Dining/DiningProgrammers.java, line=41"
"Thread-3", "370", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.State:4, count"
"Thread-0", "371", "Dining/DiningProgrammers.java:41", "Field Read", " context=Dining.Programmer:1, fs"
"Thread-2", "372", "Dining/DiningProgrammers.java:92", "Line Step", " file=Dining/DiningProgrammers.java, line=92"
"Thread-3", "373", "Dining/DiningProgrammers.java:60", "Line Step", " file=Dining/DiningProgrammers.java, line=60"
"Thread-2", "374", "Dining/DiningProgrammers.java:96", "Line Step", " file=Dining/DiningProgrammers.java, line=96"
"Thread-0", "375", "Dining/DiningProgrammers.java:41", "Method Call", " caller=Dining.Programmer:1#run:1, target=Dining.Forks:1#pickup:6"
"Thread-0", "376", "Dining/DiningProgrammers.java:56", "Method Entered", " "
"Thread-2", "377", "Dining/DiningProgrammers.java:97", "Line Step", " file=Dining/DiningProgrammers.java, line=97"
"Thread-0", "378", "Dining/DiningProgrammers.java:56", "Variable Write", " context=Dining.Forks:1#pickup:6, p=Dining.Programmer:1"
"Thread-4", "379", "Dining/DiningProgrammers.java:92", "Line Step", " file=Dining/DiningProgrammers.java, line=92"
"Thread-2", "380", "Dining/DiningProgrammers.java:97", "Field Read", " context=Dining.State:3, name"
"Thread-0", "381", "Dining/DiningProgrammers.java:58", "Line Step", " file=Dining/DiningProgrammers.java, line=58"
"Thread-0", "382", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.Forks:1, n"
"Thread-4", "383", "Dining/DiningProgrammers.java:96", "Line Step", " file=Dining/DiningProgrammers.java, line=96"
"Thread-2", "384", "Dining/DiningProgrammers.java:98", "Line Step", " file=Dining/DiningProgrammers.java, line=98"
"Thread-0", "385", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.State:1, count"
"Thread-4", "386", "Dining/DiningProgrammers.java:103", "Line Step", " file=Dining/DiningProgrammers.java, line=103"
"Thread-1", "387", "Dining/DiningProgrammers.java:96", "Line Step", " file=Dining/DiningProgrammers.java, line=96"
"Thread-0", "388", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.Forks:1, n"
"Thread-4", "389", "Dining/DiningProgrammers.java:103", "Method Exit", " returner=Dining.State:5#set_state:5, value=<void>"
"Thread-4", "390", "Dining/DiningProgrammers.java:37", "Method Returned", " "
"Thread-1", "391", "Dining/DiningProgrammers.java:103", "Line Step", " file=Dining/DiningProgrammers.java, line=103"
"Thread-4", "392", "Dining/DiningProgrammers.java:38", "Line Step", " file=Dining/DiningProgrammers.java, line=38"
"Thread-0", "393", "Dining/DiningProgrammers.java:66", "Line Step", " file=Dining/DiningProgrammers.java, line=66"
"Thread-1", "394", "Dining/DiningProgrammers.java:103", "Method Exit", " returner=Dining.State:2#set_state:8, value=<void>"
"Thread-0", "395", "Dining/DiningProgrammers.java:66", "Field Read", " context=Dining.Forks:1, n"
"Thread-4", "396", "Dining/DiningProgrammers.java:38", "Variable Write", " context=Dining.Programmer:5#run:5, i=0"
"Thread-4", "397", "Dining/DiningProgrammers.java:39", "Line Step", " file=Dining/DiningProgrammers.java, line=39"
"Thread-1", "398", "Dining/DiningProgrammers.java:40", "Method Returned", " "
"Thread-1", "399", "Dining/DiningProgrammers.java:41", "Line Step", " file=Dining/DiningProgrammers.java, line=41"
"Thread-4", "400", "Dining/DiningProgrammers.java:39", "Field Read", " context=Dining.Programmer:5, fs"
"Thread-0", "401", "Dining/DiningProgrammers.java:66", "Field Write", " context=Dining.Forks:1, n=0"
"Thread-1", "402", "Dining/DiningProgrammers.java:41", "Field Read", " context=Dining.Programmer:2, fs"
"Thread-0", "403", "Dining/DiningProgrammers.java:67", "Line Step", " file=Dining/DiningProgrammers.java, line=67"
"Thread-0", "404", "Dining/DiningProgrammers.java:67", "Field Read", " context=Dining.State:1, count"
"Thread-0", "405", "Dining/DiningProgrammers.java:67", "Field Write", " context=Dining.State:1, count=2"
"Thread-0", "406", "Dining/DiningProgrammers.java:68", "Line Step", " file=Dining/DiningProgrammers.java, line=68"
"Thread-0", "407", "Dining/DiningProgrammers.java:69", "Line Step", " file=Dining/DiningProgrammers.java, line=69"
"Thread-0", "408", "Dining/DiningProgrammers.java:69", "Method Exit", " returner=Dining.Forks:1#pickup:6, value=<void>"
"Thread-3", "409", "Dining/DiningProgrammers.java:61", "Line Step", " file=Dining/DiningProgrammers.java, line=61"
"Thread-0", "410", "Dining/DiningProgrammers.java:41", "Method Returned", " "
"Thread-0", "411", "Dining/DiningProgrammers.java:42", "Line Step", " file=Dining/DiningProgrammers.java, line=42"
"Thread-3", "412", "Dining/DiningProgrammers.java:58", "Line Step", " file=Dining/DiningProgrammers.java, line=58"
"Thread-0", "413", "Dining/DiningProgrammers.java:42", "Method Call", " caller=Dining.Programmer:1#run:1, target=Dining.State:1#set_state:10"
"Thread-0", "414", "Dining/DiningProgrammers.java:85", "Method Entered", " "
"Thread-3", "415", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.Forks:1, n"
"Thread-0", "416", "Dining/DiningProgrammers.java:85", "Variable Write", " context=Dining.State:1#set_state:10, s=""E"""
"Thread-3", "417", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.Forks:1, n"
"Thread-0", "418", "Dining/DiningProgrammers.java:86", "Line Step", " file=Dining/DiningProgrammers.java, line=86"
